스럽	576	81
왕조	578	1
산맥	580	1
태도	582	1
되	584	3703
ㅆ겠	586	1
다더라	588	1
세력	590	5
은	592	93
까지	594	4
이라	596	5
신호	598	2
아	600	283
있	602	6
하	604	13371
려고	606	34
ㅁ	608	72
어서	610	19
는구나	612	1
곤	614	28
려던	616	5
면	618	2
나다	620	1
어라	622	32
ㄴ단	624	3
어야지	626	4
리라는	628	6
었더	630	9
ㄹ지라	632	1
자는	634	21
고야	636	1
게끔	638	4
단	640	2
었겠	642	6
적	644	1785
이	646	10246
시	648	122
는군	650	2
ㄴ데	652	1
야	654	15
ㄴ가	656	214
라며	658	1
랍니다	660	2
리요	662	4
ㄴ데요	664	1
이요	666	1
라니	668	2
니	670	3
든	672	1
라나	674	1
ㄹ까요	676	2
라네	678	3
ㅂ시요	680	1
는지요	682	3
ㄴ걸	684	1
든가	686	1
라구	688	1
랄	690	1
여	692	2
냐는	694	2
입니다	696	1
외다	698	2
지예	700	1
겠	702	263
데	704	1
다던	706	2
노라	708	3
노라는	710	1
옵니다	712	1
거든	714	4
란다	716	2
이랴	718	1
에요	720	8
랴	722	8
ㄴ가라는	724	6
니까	726	10
예요	728	2
로다	730	2
ㅂ시오	732	3
ㅂ니까	734	13
니까요	736	2
라는	738	571
기관지	740	1
에	742	1
달러	744	1
으리	746	2
무상	748	1
는가는	750	1
읍시다	752	1
부분	754	4
매개	756	1
ㅂ시다	758	39
원	760	2
시간	762	1
형태	764	3
침략	766	1
회원	768	1
회견	770	2
파동	772	1
을까	774	2
네	776	3
출신	778	2
대국	780	1
냐고	782	1
으려고	784	5
정신	786	2
시키	788	499
어야겠	790	15
고자	792	106
려는	794	124
어	796	2068
었었	798	37
버리	800	1
내	802	5
가	804	7
주	806	18
ㄴ다는	808	370
셨	810	35
ㅆ	812	385
지	814	1881
었	816	6876
던가	818	11
더	820	35
냐	822	17
운동자	824	3
세요	826	8
구려	828	1
긴	830	1
ㅂ디다	832	1
습니까	834	39
죠	836	28
다면	838	1
으리라	840	18
으니까요	842	2
을	844	46
다네	846	4
는가	848	128
으니까	850	4
군	852	12
ㄴ거지	854	1
느냐	856	27
으리라는	858	5
다.	860	1
ㄹ까	862	145
느냐는	864	4
는지	866	12
답니다	868	6
ㄹ지	870	2
시오	872	1
산업	874	1
ㄹ세	876	4
유예	878	1
현상	880	3
ㄴ지	882	23
오	884	219
만족	886	1
박자	888	1
나	890	17
보	892	9
리라	894	24
려	896	49
자	898	122
지도	900	1
공개	902	1
도전	904	1
중	906	7
이론	908	1
미달	910	1
결정	912	1
오해	914	1
메카트로닉스	916	1
동점	918	1
착오	920	1
방식	922	4
았었	924	13
답	926	8
대	928	2
구나	930	7
어요	932	6
코너	934	1
ㅆ었	936	1
지요	938	11
평방	940	2
개월	942	2
게	944	1244
무결	946	1
란	948	82
발행	950	1
철	952	1
선거	954	1
문제	956	3
다는	958	396
않	960	1
는다	962	318
는	964	6994
ㄴ다	966	3328
어야	968	593
으면	970	1
들	972	110
소	974	153
ㅂ니다	976	917
다	978	12404
던	980	990
라	982	613
습니다	984	323
ㄹ	986	4778
라고	988	65
기	990	1314
ㄴ	992	13070
고	994	3685
요	996	152
