길	332	1
죠	334	8
문제	336	1
부서	338	1
친절	340	10
차	342	1
건	344	4
782	346	1
어수	348	1
구요	350	5
ㄴ다	352	412
간	354	1
용	356	1
생	358	2
자는	360	4
증권	362	1
나가	364	2
다는	366	74
나요	368	5
버리	370	3
주장	372	1
퍼센트	374	1
회복	376	1
무예	378	1
을지	380	3
다며	382	4
가	384	21
어요	386	45
을까	388	2
적	390	22
나	392	22
더라	394	5
라던지	396	1
산	398	1
라서	400	6
개	402	1
느냐	404	2
일만	406	1
행위	408	3
조치	410	1
시키	412	51
라나요	414	1
사인	416	1
신	418	1
제도	420	1
낮	422	1
싶	424	5
21	426	1
설립자	428	1
양도	430	1
다	432	1819
캠퍼스	434	1
대출	436	1
자마자	438	6
하	440	2802
아	442	972
다시피	444	1
려고	446	3
ㄹ지	448	6
길래	450	3
려던	452	1
동물	454	1
라는	456	73
아요	458	9
m	460	1
은데	462	16
아서	464	178
는다고	466	2
고르	468	1
느니	470	1
야	472	14
회사	474	2
니	476	39
ㄴ다고	478	32
현	480	1
ㄴ다기	482	1
명	484	5
지만	486	149
종합	488	1
는다는	490	2
2	492	1
공급	494	1
고기	496	1
능력	498	1
ㄴ담	500	2
작	502	1
시민권자	504	1
내	506	24
마비	508	1
대성	510	1
치	512	2
지원	514	1
때	516	1
으면	518	31
세력	520	1
라더니	522	1
으러	524	6
려다	526	2
유산	528	1
없	530	2
박	532	2
자고	534	4
도록	536	28
째	538	3
려는	540	11
서	542	2
고서	544	2
갈	546	1
더라도	548	3
주점	550	1
방가	552	1
연소	554	1
게	556	161
는가고	558	1
추하	560	1
들	562	7
스럽	564	7
하고	566	1
어야만	568	1
게끔	570	1
뻘	572	1
려면	574	19
원류	576	1
통자	578	1
네	580	5
정보	582	1
사업자	584	1
떨어지	586	1
으니	588	8
팀	590	1
는다	592	28
여	594	1
ㄴ가요	596	3
연료	598	1
지주	600	1
러	602	23
로	604	5
으려	606	1
ㄴ데요	608	1
개사	610	1
어	612	715
달	614	2
올리	616	1
놓	618	6
주	620	87
지	622	441
ㄴ다는	624	32
않	626	5
비하	628	1
타	630	11
타이인	632	1
해	634	2
람	636	1
니다	638	1
로서	640	1
쓰	642	1
방	644	1
형	646	1
요	648	6
다가	650	40
치우	652	2
특선	654	1
니까	656	6
에	658	5
아야	660	42
자	662	46
다기	664	1
개관	666	1
보다	668	1
구	670	21
추진	672	1
으시	674	14
ㄴ데도	676	2
ㄴ대요	678	1
수세미	680	1
어야	682	28
라고요	684	1
타당	686	1
다던데	688	1
이나	690	1
착하	692	1
고자	694	4
ㄹ망정	696	1
고	698	1449
ㄹ까요	700	2
불어	702	1
시험	704	1
승진	706	1
검토	708	1
으려고	710	1
더니	712	15
답니다	714	1
주인	716	1
세대	718	1
이	720	1090
라면	722	3
ㄴ대	724	1
다보니	726	5
란	728	12
므로	730	5
라더라	732	1
ㄴ가	734	5
기	736	45
ㅂ니다	738	117
냐	740	6
면서	742	98
라	744	56
법칙	746	1
라고	748	60
습	750	1
다고	752	99
는지	754	23
는다면	756	1
도	758	82
보내	760	1
라며	762	13
ㄴ데다가	764	1
다라고	766	1
ㄹ까	768	9
느냐는	770	2
더라구요	772	6
기사	774	1
신고	776	1
장인	778	1
의료	780	1
alpha	782	1
차파	784	1
의	786	2
행사	788	1
고요	790	3
고조	792	1
는대	794	2
더군요	796	8
보이	798	1
았	800	1057
습니다	802	81
는데요	804	1
거나	806	32
지요	808	4
으니까	810	3
던	812	142
을	814	139
으며	816	145
빛	818	1
며	820	156
위원장	822	1
이란	824	1
쥬	826	1
진료	828	1
으나	830	58
계	832	1
ㄴ지	834	29
는데	836	208
20	838	1
는가	840	3
를	842	3
영화	844	2
시	846	187
ㄹ텐데	848	1
네요	850	24
어도	852	15
던데요	854	2
어여	856	1
편성	858	1
두	860	3
면	862	202
ㄴ데	864	34
ㄴ듯	866	1
당하	868	11
말	870	1
용어	872	1
은	874	220
리필	876	1
구나	878	1
호	880	2
위원	882	1
자면	884	3
ㄹ려고	886	2
5	888	1
기소	890	1
부츠	892	1
펴	894	1
어서	896	156
ㄹ	898	573
ㄴ	900	1412
ㄴ다면	902	13
느라	904	1
다라는	906	2
처벌	908	1
는	910	1295
데	912	1
