ef_지마라	512	1
ncn_학파	514	1
paa_높	516	1
ncn_대통령	518	1
xsn_쪽	520	1
xsm_있	522	4
xsm_같	524	1
ef_너라	526	1
ncpa_내기	528	1
xsv_하	530	9632
ef_나다	532	1
pvg_일컫	534	4
ecx_고야	536	1
ef_시오	538	1
etm_ㄴ단	540	3
ep_어야겠	542	15
paa_어렵	544	1
xsn_당	546	1
ncpa_집권	548	2
ncpa_통일	550	1
ncps_무결	552	1
xsm_하	554	3738
ef_는구나	556	1
ecx_곤	558	28
ncn_민주주의	560	2
jca_으로서	562	1
f_m	564	1
ncn_향도	566	1
ncn_시스템	568	2
ncpa_요약	570	1
xsv_되	572	3691
etm_리라는	574	6
ecx_려고	576	34
ecx_다	578	13
ncn_형태	580	3
xsv_거리	582	4
ncn_코너	584	1
ncn_학자	586	4
ef_대서야	588	1
pvg_하	590	2
ncn_전통	592	1
pvg_알	594	4
ncn_변수	596	1
xsn_적	598	1785
nbu_미터	600	3
ncn_분규	602	1
ncn_지구	604	1
ncn_지역	606	2
jcr_이라	608	5
etn_ㅁ	610	72
ef_옵니다	612	1
etm_단	614	2
ecx_아	616	279
ecx_게	618	1244
px_만들	620	29
ncn_부분	622	4
xsm_시키	624	1
pvg_씌	626	1
ecx_어	628	2026
px_주	630	260
px_나오	632	7
ef_는군	634	2
etm_려던	636	5
px_보	638	218
ef_ㄹ지어라	640	1
ef_아라	642	7
ecx_려	644	49
px_나가	646	50
px_내	648	81
px_두	650	42
etm_려는	652	124
ef_ㄹ걸	654	2
px_들	656	7
ef_옵소서	658	2
ef_어야지	660	4
ep_셨	662	35
px_놓	664	69
ecx_으려	666	6
px_가	668	93
ecx_지	670	1749
ecx_고자	672	106
ecx_아야	674	107
ep_겠	676	263
ef_노라	678	3
px_오	680	177
ecx_고	682	2442
px_나	684	25
px_계시	686	8
px_싶	688	74
ecs_어서	690	19
ep_ㅆ	692	385
ef_구려	694	1
ef_데	696	1
etm_노라는	698	1
ncn_왕조	700	1
ef_라고	702	2
ncn_예절	704	1
ncpa_신호	706	1
ncpa_오해	708	1
ef_구	710	1
ncn_수상	712	1
ncn_사회주의	714	1
ef_으라	716	7
etm_는라가는	718	1
px_말	720	115
ef_ㅂ시다	722	39
ep_아야겠	724	9
ncpa_병합	726	1
jp_이	728	10246
etm_냐는	730	2
ef_ㄹ세	732	4
ef_냐고	734	1
ef_랍니다	736	2
ef_니	738	3
ef_야	740	15
ef_라나	742	1
ef_고	744	1
ef_로다	746	2
ef_ㄴ데	748	1
etm_랄	750	1
ef_란다	752	2
ef_여	754	2
ef_외다	756	2
px_있	758	2462
ef_ㄹ텐데	760	1
ep_았	762	906
etm_다던	764	2
ef_군요	766	1
ef_예요	768	2
ef_ㄴ걸	770	1
ef_리요	772	4
ef_니까요	774	2
ef_이요	776	1
ef_에요	778	8
etm_ㄴ가라는	780	6
ef_ㄹ까요	782	2
ef_이랴	784	1
ef_입니다	786	1
ef_든가	788	1
ecx_어야	790	593
ef_지예	792	1
ef_라구	794	1
ef_에	796	1
ef_다.	798	1
ecx_나	800	3
ecs_으리	802	1
ef_다면	804	1
etm_는가는	806	1
ef_ㄴ데요	808	1
pvg_보	810	1
ecx_게끔	812	4
ncpa_생산	814	1
ef_거든	816	4
ncpa_대립	818	1
ep_았더	820	2
ecx_면	822	2
ncpa_투자	824	1
ncn_중립	826	1
ef_ㄹ지	828	2
ncpa_관계	830	6
etm_든	832	1
px_않	834	870
ep_더	836	35
ef_으랴	838	1
ef_ㄴ지라	840	2
ef_으지라	842	1
ef_는지	844	12
etm_는다라는	846	1
etm_으려는	848	11
pvg_믿	850	5
nbu_자루	852	1
ncn_무상	854	1
ncpa_진압	856	1
ncn_질서	858	1
etm_란	860	80
px_못하	862	261
nbu_개	864	2
ncpa_민주주의화	866	1
ncn_스타	868	2
ncpa_하	870	1
etm_느냐는	872	4
ef_세요	874	8
ncn_지도	876	1
ef_니까	878	10
px_되	880	760
ep_었겠	882	6
ef_냐	884	17
ncn_정책	886	1
ncn_과제	888	1
ef_으니까요	890	2
ncn_성격	892	1
px_아니하	894	6
ef_라네	896	3
ncn_나라	898	1
ef_인가	900	1
ef_는지요	902	3
ncpa_살해	904	1
ncn_능력	906	1
ncn_행진곡	908	1
ep_었었	910	37
ncn_인사	912	1
ncps_만족	914	1
px_드리	916	1
ncn_기술자	918	1
ncn_방식	920	4
ncn_해	922	1
ncpa_예정	924	1
ncpa_동점	926	1
ncpa_운동	928	1
xsn_씨	930	4
ncn_산업	932	1
ef_ㄹ지라	934	1
etn_음	936	3
ef_긴	938	1
ncn_의례	940	2
ncpa_교환	942	1
px_마지않	944	3
ef_는다	946	318
ncn_틀	948	1
px_싶어하	950	8
jcr_라고	952	63
pvg_여기	954	13
jxc_까지	956	4
ncn_공공재	958	1
ef_랴	960	8
px_버리	962	85
ep_었더	964	9
px_듯하	966	16
ef_다네	968	4
ef_ㄴ가	970	214
ncn_파시즘	972	1
ncn_태도	974	1
nbu_원	976	2
ncpa_생각	978	1
px_지	980	72
jcr_라며	982	1
ef_리라	984	24
ncpa_위안	986	1
ncpa_행위	988	2
ef_ㄴ지	990	23
etm_으리라는	992	5
px_하	994	986
ef_어라	996	32
ef_십시오	998	5
etm_자는	1000	21
ep_었	1002	6876
ef_네	1004	3
ef_는가	1006	128
ef_소	1008	153
ef_나	1010	10
ef_으니까	1012	4
ef_으리라	1014	18
jcr_가	1016	1
ncn_도시	1018	3
ncn_현상	1020	3
ncpa_규정	1022	1
ef_단다	1024	1
ncn_브레인	1026	1
px_대	1028	3
ef_라니	1030	2
ef_던가	1032	11
ef_구나	1034	7
ef_습니까	1036	39
ef_어	1038	42
ef_죠	1040	28
etm_을	1042	46
ef_지요	1044	11
ef_ㄴ거지	1046	1
ef_군	1048	12
ef_ㄹ까	1050	145
ef_ㅂ디다	1052	1
px_달	1054	10
px_듯싶	1056	2
ncpa_결정	1058	1
ncn_품목	1060	1
ef_라	1062	604
pvg_전하	1064	3
ncps_무시	1066	1
ep_았었	1068	13
ef_지	1070	68
ncn_누각	1072	1
ef_답니다	1074	6
ncpa_승전	1076	1
su_m	1078	1
nbu_번째	1080	1
ncn_주의	1082	2
ncn_정당	1084	1
xsn_경	1086	5
ep_시	1088	119
ef_ㅂ니까	1090	13
etm_는다는	1092	39
ef_느냐	1094	27
ef_오	1096	214
etm_ㄹ	1098	4778
ef_다	1100	12391
etn_기	1102	1314
ef_ㄴ다	1104	3328
jxf_요	1106	128
ef_자	1108	122
jcr_고	1110	1242
etm_는	1112	6994
ef_ㅂ시요	1114	1
ef_어요	1116	6
ef_요	1118	24
ef_ㅂ시오	1120	3
etm_은	1122	93
ncn_사건	1124	3
etm_던	1126	990
ncn_철	1128	1
nbu_위	1130	1
etm_라는	1132	571
ncn_회원	1134	1
ncpa_추정	1136	1
ef_습니다	1138	323
etm_다는	1140	396
etm_ㄴ다는	1142	370
px_만하	1144	48
ef_ㅂ니다	1146	917
ef_을까	1148	2
etm_ㄴ	1150	13070
