려다	780	2
답	782	11
대	784	3
싶	786	3
를	788	3
세력	790	6
위안	792	1
으셨	794	2
추존	796	1
시길	798	1
는다고	800	2
차파	802	1
발행	804	1
차리	806	1
ㄴ다면서	808	1
든	810	3
서	812	3
갈	814	1
ㄴ담	816	2
질	818	1
사회	820	4
모델	822	2
ㄹ망정	824	1
수준	826	1
균형	828	1
요	830	158
편의	832	1
행위	834	5
대상	836	1
산업	838	3
려고	840	37
든지	842	2
성격	844	1
을	846	185
리필	848	1
살해	850	1
20	852	1
음	854	9
사기꾼	856	1
으면서	858	15
합금	860	1
지방	862	1
길	864	1
습니다만	866	1
불멸	868	1
m	870	3
편성	872	1
ㅆ	874	385
행사	876	1
쪽	878	1
다더라	880	1
구려	882	1
지주	884	1
전복	886	1
으라	888	7
선거	890	1
ㅂ시오	892	3
구조	894	3
텔러	896	1
양도	898	1
ㄴ걸	900	1
개사	902	1
단다	904	1
처분	906	1
아	908	1255
어서	910	175
침	912	1
니까	914	16
2	916	1
문제	918	4
ㄴ다는데	920	2
재배	922	1
은	924	313
ㄴ듯	926	1
만하	928	1
변동	930	1
공정	932	1
인가	934	1
어야만	936	1
경쟁	938	1
어여	940	1
성장	942	1
밖	944	1
에	946	6
들	948	117
자면	950	3
으로서	952	1
고객	954	1
더라도	956	3
백만	958	1
21	960	1
매부	962	1
면서	964	100
건설	966	1
시스템	968	2
연변	970	1
변수	972	1
까지	974	7
검토	976	1
의료	978	1
존재	980	1
고서	982	2
문학	984	1
았겠	986	1
지배	988	1
시민권자	990	1
주의	992	2
으냐고	994	1
ㄹ지어라	996	1
세	998	1
라나요	1000	1
착하	1002	1
다던	1004	3
라고요	1006	1
영화	1008	2
으리라	1010	18
다니	1012	2
대출	1014	1
당하	1016	30
건물	1018	1
으니	1020	8
분해	1022	1
문화	1024	8
도	1026	82
불변	1028	5
기관	1030	6
시오	1032	1
다라고	1034	1
씩	1036	1
는지	1038	35
종합	1040	1
라구	1042	1
받	1044	49
손	1046	1
라니	1048	2
었겠	1050	6
진료	1052	1
라서	1054	6
출석	1056	1
는다	1058	346
귀부인	1060	1
도시	1062	3
호	1064	3
정보	1066	1
친절	1068	10
는데	1070	208
기계	1072	1
미국법	1074	1
특선	1076	1
여	1078	3
더라	1080	5
회견	1082	2
단계	1084	2
ㅂ시요	1086	1
자고	1088	4
보고	1090	1
습니까	1092	39
진압	1094	1
중립	1096	1
우승	1098	1
미달	1100	1
불가침	1102	1
ㅁ	1104	75
지성	1106	1
5	1108	1
비하	1110	1
라니요	1112	1
통자	1114	1
조치	1116	1
놓	1118	8
ㄴ대요	1120	1
전문가	1122	1
분비	1124	1
오	1126	249
형태	1128	3
ㄴ다	1130	3740
ㄴ다는	1132	402
으니까	1134	7
읍시다	1136	1
만족	1138	4
다시피	1140	1
영역	1142	2
리요	1144	4
번	1146	1
전문	1148	1
소설	1150	2
기소	1152	1
운동	1154	1
경	1156	5
든가	1158	1
의식	1160	2
다가	1162	40
자마자	1164	6
라	1166	669
구	1168	22
거나	1170	32
냐는	1172	3
외다	1174	2
에요	1176	16
종착역	1178	1
참여	1180	1
방식	1182	4
리	1184	2
형	1186	1
투자	1188	1
메카트로닉스	1190	1
습	1192	1
ㄹ지라	1194	1
요소	1196	1
다보니	1198	5
지라	1200	1
부분	1202	4
설립자	1204	1
평가	1206	1
격	1208	2
지역	1210	2
연구	1212	2
옵니다	1214	1
동물	1216	1
산맥	1218	1
지예	1220	1
팀	1222	1
길래	1224	3
나요	1226	5
고기	1228	1
요약	1230	1
시간	1232	1
ㅂ시다	1234	39
어수	1236	1
과학	1238	2
씨	1240	4
승진	1242	1
긴	1244	1
ㄹ	1246	5351
일만	1248	1
운동자	1250	3
국가	1252	1
는다면	1254	1
대서야	1256	1
중심주의	1258	1
인정	1260	1
보이	1262	1
구요	1264	5
예정	1266	1
란다	1268	2
으리오	1270	1
방송	1272	2
ㄹ까요	1274	4
노라	1276	3
사인	1278	1
ㄴ지	1280	52
장관	1282	1
으려는	1284	13
다완	1286	1
시인	1288	2
유예	1290	1
랄	1292	1
는단다	1294	1
라나	1296	1
거든	1298	4
은가	1300	2
는구나	1302	1
型	1304	2
서적	1306	1
소년	1308	1
제기	1310	1
개소	1312	1
어야지	1314	4
정책	1316	1
드리	1318	1
나	1320	39
병합	1322	1
관련	1324	4
던데요	1326	2
공간	1328	2
으랴	1330	1
시험	1332	1
라던지	1334	1
다던데	1336	1
오해	1338	1
고요	1340	3
아요	1342	9
달	1344	5
신고	1346	1
착오	1348	1
권리	1350	1
봉쇄	1352	1
취급	1354	1
출신	1356	2
주	1358	103
발전	1360	1
거리	1362	5
무결	1364	1
었	1366	7708
으면	1368	32
을까	1370	4
다며	1372	4
다면	1374	9
ㄹ까	1376	154
느냐는	1378	6
는가	1380	131
으나	1382	58
답니다	1384	7
국력	1386	1
종교	1388	4
사례	1390	1
었더	1392	9
하고	1394	1
가르	1396	1
ㄹ라고	1398	1
라면	1400	3
은데	1402	16
세포	1404	1
대통령	1406	1
돌출	1408	1
으리	1410	2
품이	1412	1
는가는	1414	1
도시인	1416	1
성	1418	3
온	1420	1
드라구	1422	1
ㄹ수록	1424	2
으러	1426	6
단체	1428	1
하구	1430	3
형통	1432	1
으니까요	1434	2
곤	1436	28
어	1438	2783
려는데	1440	2
보	1442	58
세요	1444	23
려	1446	57
아야지	1448	2
어야	1450	621
수장	1452	2
란	1454	94
체험	1456	2
정신	1458	2
내기	1460	1
면	1462	204
옵소서	1464	2
경제	1466	1
캠퍼스	1468	1
다.	1470	1
성가	1472	1
의	1474	2
다는데	1476	1
ㄴ	1478	14482
간	1480	3
학파	1482	1
공공재	1484	1
ㅂ니까	1486	13
ㄴ데	1488	35
랍니다	1490	4
지향	1492	2
더라구여	1494	1
사조	1496	1
인사	1498	1
145	1500	1
중개사	1502	1
당	1504	1
니	1506	42
ㄹ라	1508	1
고르	1510	1
인물	1512	2
다는	1514	470
매개	1516	1
라고	1518	125
고자	1520	110
위원장	1522	1
야	1524	29
펴	1526	1
alpha	1528	1
용어	1530	1
대국	1532	1
사회주의	1534	1
조상	1536	1
ㄹ걸	1538	2
품목	1540	1
던	1542	1132
떨어지	1544	1
뿐	1546	33
ㅂ니다	1548	1034
이랴	1550	1
소	1552	153
지만	1554	149
는다는	1556	41
용	1558	1
주장	1560	1
으며	1562	145
ㄴ다던데	1564	1
라더니	1566	1
연소	1568	1
자	1570	168
려는	1572	135
사돈	1574	1
가	1576	28
ㄴ다면	1578	13
혁명	1580	4
자던	1582	1
집권	1584	3
상반	1586	1
는지요	1588	3
처벌	1590	1
신	1592	1
민주주의	1594	2
타당	1596	1
부패	1598	1
라는	1600	644
다네	1602	4
구경	1604	1
고	1606	5134
초	1608	1
파시즘	1610	1
기간	1612	1
보내	1614	1
로서	1616	1
